custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,city_BOM,city_DEL,city_MAA,city_BLR,favday_Monday,favday_Tuesday,favday_Friday,favday_Thursday,favday_Wednesday,favday_Saturday,favday_Sunday,created_year,created_month,firstorder_year,firstorder_month,lastorder_year,lastorder_month
S8J2KD,0,2010-09-28,2010-10-19,2010-10-19,0,0.0,0.0,57.76,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,8,2010,9,2010,9
SJKEYZ,1,2010-08-27,2011-02-10,2012-07-31,47,17.0212766,6.382978723,55.18,0.020484171,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,7,2011,1,2012,6
PCM3GS,1,2010-10-06,2010-10-13,2013-12-11,48,4.166666667,0.0,96.37,0.007792208,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,9,2010,9,2013,11
4YUT8B,0,2011-02-23,2011-02-24,2011-02-24,0,0.0,0.0,55.68,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,1,2011,1,2011,1
WYPLUJ,1,2009-12-06,2009-12-06,2009-12-06,16,0.0,0.0,20.2,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,11,2009,11,2009,11
6FR5QW,0,2009-08-26,2009-08-26,2009-08-26,0,0.0,0.0,29.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009,7,2009,7,2009,7
ETU955,1,2011-03-02,2014-01-10,2014-01-19,11,27.27272727,18.18181818,38.46,0.222222222,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2,2014,0,2014,0
3WEGJ4,1,2008-12-04,2010-01-19,2014-01-15,22,4.545454545,4.545454545,36.48,0.009608785,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,11,2010,0,2014,0
HFLKGD,1,2010-02-09,2010-03-12,2010-12-03,18,0.0,0.0,51.3,0.045112782,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,1,2010,2,2010,11
CXU7AW,0,2011-03-07,2011-03-08,2011-04-10,0,0.0,0.0,171.7,0.060606061,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,2,2011,2,2011,3
Y4JALT,1,2011-02-13,2011-08-04,2011-11-14,34,64.70588235,2.941176471,93.96,0.019607843,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,1,2011,7,2011,10
6ZHF73,0,2010-09-07,2011-01-25,2013-05-28,0,0.0,0.0,67.95,0.018735363,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,8,2011,0,2013,4
UTLGDS,1,2010-01-29,2010-10-22,2013-10-10,47,2.127659574,0.0,110.02,0.04704797,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,0,2010,9,2013,9
F3ANT8,1,2011-02-18,2011-05-12,2012-01-13,47,0.0,0.0,37.35,0.016260163,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,1,2011,4,2012,0
UH5A8N,0,2009-12-10,2009-12-10,2010-02-05,0,0.0,0.0,21.98,0.052631579,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009,11,2009,11,2010,1
72EG38,0,2010-05-02,2011-07-07,2011-07-27,0,0.0,0.0,147.35,0.45,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,4,2011,6,2011,6
DEHQEB,0,2011-01-13,2011-09-28,2012-02-06,0,0.0,0.0,99.47,0.022900763,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,0,2011,8,2012,1
HU4SHX,0,2009-11-09,2010-08-19,2011-11-17,0,0.0,0.0,75.83,0.041758242,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009,10,2010,7,2011,10
ZGNKU4,1,2010-08-09,2010-12-06,2011-10-17,32,87.5,6.25,27.77,0.025396825,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,7,2010,11,2011,9
9B2NQX,0,2010-09-28,2010-09-29,2010-09-29,0,0.0,0.0,83.85,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,8,2010,8,2010,8
HSZGYK,1,2010-01-21,2010-03-01,2010-05-03,41,56.09756098,0.0,13.73,0.111111111,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0,2010,2,2010,4
FVHPYJ,0,2009-11-15,2010-03-29,2010-03-29,2,50.0,0.0,31.04,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,10,2010,2,2010,2
SKUYV,1,2011-04-22,2011-04-22,2014-01-19,67,25.37313433,8.955223881,85.66,0.11665005,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,3,2011,3,2014,0
FCX4A7,1,2011-01-29,2011-02-13,2014-01-16,39,87.17948718,12.82051282,101.64,0.005617978,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,1,2014,0
2CQ42Z,1,2010-08-30,2013-06-17,2013-07-07,47,0.0,0.0,44.94,0.2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,7,2013,5,2013,6
9HRV46,1,2011-01-18,2013-06-30,2013-06-30,44,4.545454545,0.0,50.94,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0,2013,5,2013,5
TNDHYE,1,2011-03-22,2011-04-05,2011-05-03,46,4.347826087,4.347826087,56.53,0.142857143,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,2,2011,3,2011,4
P4SHNX,1,2011-03-27,2013-10-06,2013-10-06,34,23.52941176,8.823529412,41.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,2,2013,9,2013,9
XFM2UU,0,2010-05-05,2010-12-03,2010-12-03,0,0.0,0.0,129.76,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,4,2010,11,2010,11
FYKE6T,1,2010-11-09,2011-01-11,2013-03-04,45,4.444444444,0.0,46.46,0.039591315,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,10,2011,0,2013,2
9HNPDF,1,2009-11-10,2009-11-17,2009-12-14,16,0.0,0.0,49.8,0.111111111,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009,10,2009,10,2009,11
3PMDNS,0,2010-04-26,2010-11-23,2010-11-23,0,0.0,0.0,28.37,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,3,2010,10,2010,10
QDTHZ3,0,2009-08-27,2009-08-27,2009-08-27,0,0.0,0.0,27.57,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009,7,2009,7,2009,7
85JTA,1,2011-04-22,2011-06-13,2012-05-20,45,2.222222222,0.0,63.28,0.00877193,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,3,2011,5,2012,4
YACQB7,0,2011-05-10,2011-05-15,2013-06-04,1,0.0,0.0,87.01,0.083888149,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,4,2011,4,2013,5
UA88SV,1,2010-07-02,2011-07-04,2013-09-01,45,11.11111111,0.0,55.71,0.007594937,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,6,2011,6,2013,8
M43V97,0,2011-01-24,2011-01-24,2011-01-24,0,0.0,0.0,30.63,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,0,2011,0
BRZQNB,1,2010-07-09,2011-04-12,2013-09-06,38,28.94736842,0.0,28.7,0.089977221,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,6,2011,3,2013,8
6GK8ZP,0,2010-05-30,2010-05-30,2010-05-30,0,0.0,0.0,26.25,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,4,2010,4,2010,4
AXS66R,1,2010-11-16,2011-04-22,2014-01-19,72,30.55555556,0.0,80.06,0.175473579,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,10,2011,3,2014,0
C9S2QZ,1,2008-08-07,2010-03-24,2014-01-14,51,19.60784314,13.7254902,53.37,0.122126437,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2008,7,2010,2,2014,0
BTE8SJ,1,2011-01-12,2012-05-21,2012-06-28,43,6.976744186,6.976744186,52.63,0.078947368,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,0,2012,4,2012,5
6C69AH,0,2010-04-15,2010-04-15,2010-04-15,0,0.0,0.0,142.5,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,3,2010,3,2010,3
MFGEYU,0,2011-03-07,2011-03-07,2011-05-17,0,0.0,0.0,64.77,0.028169014,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,2,2011,2,2011,4
SBJSTR,0,2011-05-11,2011-06-11,2011-06-11,0,0.0,0.0,53.95,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,4,2011,5,2011,5
4P69JL,0,2010-02-10,2011-01-09,2012-10-07,0,0.0,0.0,70.83,0.018838305,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,1,2011,0,2012,9
Y3Q9RE,0,2010-10-20,2010-11-07,2010-11-07,0,0.0,0.0,49.76,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,9,2010,10,2010,10
SH97N,0,2011-03-22,2011-05-02,2011-06-13,41,21.95121951,0.0,71.57,0.119047619,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2,2011,4,2011,5
F8CALQ,1,2010-10-04,2011-03-02,2011-03-02,40,5.0,0.0,48.29,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,9,2011,2,2011,2
AZ48MV,1,2011-03-09,2011-04-07,2011-08-05,39,7.692307692,2.564102564,105.92,0.033333333,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,2,2011,3,2011,7
VZSLYC,0,2011-01-24,2011-04-07,2013-02-19,0,0.0,0.0,180.43,0.043859649,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,0,2011,3,2013,1
9FT8PL,0,2011-02-18,2011-03-27,2013-08-19,0,0.0,0.0,151.63,0.057077626,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,1,2011,2,2013,7
6B6RCS,0,2011-05-03,2011-05-03,2011-05-03,0,0.0,0.0,47.16,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,4,2011,4,2011,4
AL2LGA,0,2010-10-12,2012-02-01,2012-02-01,0,0.0,0.0,52.62,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,9,2012,1,2012,1
7VK6PX,1,2010-09-27,2010-10-11,2010-10-11,41,14.63414634,2.43902439,41.29,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,8,2010,9,2010,9
FHKQJY,0,2010-03-17,2010-03-17,2010-03-17,28,21.42857143,0.0,30.09,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,2,2010,2,2010,2
2WCFBU,0,2010-08-25,2011-10-25,2011-11-15,27,62.96296296,0.0,72.78,0.19047619,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,7,2011,9,2011,10
BWVPGQ,1,2010-09-20,2011-04-17,2011-04-17,46,4.347826087,2.173913043,103.83,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,8,2011,3,2011,3
X3299E,1,2010-08-12,2011-01-07,2013-11-05,48,10.41666667,8.333333333,132.43,0.052274927,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,7,2011,0,2013,10
KJ8J2C,0,2011-04-12,2011-04-12,2011-04-12,0,0.0,0.0,63.9,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,3,2011,3,2011,3
BJAPV3,0,2011-01-24,2011-03-20,2013-09-26,0,0.0,0.0,53.85,0.060803474,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,0,2011,2,2013,8
VJYRQ8,0,2009-06-26,2010-01-21,2010-07-20,0,0.0,0.0,48.81,0.244444444,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009,5,2010,0,2010,6
3ETY2H,0,2011-03-06,2011-03-10,2011-03-10,0,0.0,0.0,67.94,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,2,2011,2,2011,2
BSC6KU,1,2009-12-17,2011-05-16,2012-09-03,45,0.0,0.0,71.56,0.004201681,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009,11,2011,4,2012,8
ABHHAT,0,2010-11-17,2010-11-17,2010-11-17,0,0.0,0.0,49.83,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,10,2010,10,2010,10
RH5VGB,1,2010-10-21,2011-03-25,2012-03-30,18,0.0,0.0,40.97,0.016172507,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,9,2011,2,2012,2
ER99UJ,1,2010-09-02,2010-11-07,2013-10-21,53,3.773584906,1.886792453,85.39,0.014828545,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8,2010,10,2013,9
86SLAH,1,2010-08-27,2011-11-15,2011-11-15,38,39.47368421,15.78947368,52.15,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,7,2011,10,2011,10
TJJPG,1,2011-04-24,2011-05-04,2013-06-26,31,100.0,19.35483871,103.97,0.047193878,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,3,2011,4,2013,5
GCXDYV,0,2011-01-23,2011-03-29,2011-05-16,0,0.0,0.0,35.82,0.333333333,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,2,2011,4
8REF6A,0,2010-09-02,2010-09-15,2010-10-13,0,0.0,0.0,33.81,0.178571429,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,8,2010,8,2010,9
JD489B,1,2011-01-25,2011-02-01,2011-02-01,36,58.33333333,0.0,30.36,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,0,2011,1,2011,1
Y6C6NW,1,2010-09-18,2010-09-20,2012-08-24,32,93.75,0.0,74.45,0.009943182,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8,2010,8,2012,7
UDKBWA,1,2011-03-06,2011-04-06,2014-01-19,60,30.0,8.333333333,147.77,0.122669284,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,2,2011,3,2014,0
Z3M84Z,0,2008-07-21,2008-08-19,2009-04-07,0,0.0,0.0,16.09,0.034632035,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2008,6,2008,7,2009,3
JJH6BE,0,2009-11-24,2010-10-22,2014-01-13,13,100.0,46.15384615,74.59,0.039864292,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009,10,2010,9,2014,0
FEUEP6,1,2010-08-22,2010-08-22,2013-06-17,47,4.255319149,4.255319149,48.01,0.006796117,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,7,2010,7,2013,5
CGUZKY,1,2010-09-01,2011-05-01,2013-06-17,48,2.083333333,0.0,228.24,0.075835476,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8,2011,4,2013,5
S6MWEQ,1,2010-03-23,2010-04-27,2013-11-06,48,16.66666667,10.41666667,49.81,0.010861133,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,2,2010,3,2013,10
646VZ8,1,2011-02-24,2011-04-24,2011-04-30,16,0.0,0.0,79.25,0.333333333,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1,2011,3,2011,3
BCERB3,1,2009-12-27,2010-03-05,2011-07-13,45,8.888888889,2.222222222,50.49,0.074747475,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009,11,2010,2,2011,6
3EEP8A,1,2011-02-03,2011-02-10,2011-05-22,16,0.0,0.0,51.31,0.01980198,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,1,2011,1,2011,4
3F2G9G,1,2011-02-14,2011-02-14,2011-02-14,45,0.0,0.0,41.81,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1,2011,1,2011,1
2Z2YX3,1,2010-10-27,2010-11-15,2014-01-16,47,31.91489362,4.255319149,34.51,0.008635579,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,9,2010,10,2014,0
SHVHNF,1,2009-09-09,2010-03-18,2012-10-25,46,13.04347826,0.0,48.65,0.022058824,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009,8,2010,2,2012,9
ESAZ2K,0,2011-03-06,2011-04-29,2012-09-08,0,0.0,0.0,59.7,0.108433735,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2,2011,3,2012,8
FWCQ9Y,1,2009-05-06,2011-02-22,2013-11-05,44,45.45454545,11.36363636,54.35,0.051671733,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009,4,2011,1,2013,10
GZVBPC,1,2010-07-22,2013-09-02,2013-12-30,41,29.26829268,4.87804878,50.46,0.016806723,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,6,2013,8,2013,11
42D2Z3,1,2010-01-11,2010-01-11,2010-01-11,45,6.666666667,2.222222222,25.93,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,0,2010,0,2010,0
4A6UZV,1,2011-01-17,2011-02-01,2011-03-02,16,0.0,0.0,57.74,0.068965517,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,0,2011,1,2011,2
RLV55D,1,2011-04-08,2011-04-11,2011-04-11,44,6.818181818,0.0,200.24,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,3,2011,3,2011,3
TRAJBC,0,2011-05-10,2011-05-23,2011-05-23,14,14.28571429,0.0,49.97,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,4,2011,4,2011,4
6ERUQ9,1,2009-01-05,2009-04-16,2011-06-12,37,70.27027027,0.0,40.66,0.005082592,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009,0,2009,3,2011,5
QQNM35,0,2009-12-11,2009-12-21,2013-06-15,0,0.0,0.0,168.93,0.011792453,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,11,2009,11,2013,5
K2D4ZQ,0,2010-07-09,2011-07-06,2011-07-06,0,0.0,0.0,50.73,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,6,2011,6,2011,6
ZUN4CF,1,2010-10-16,2010-10-16,2013-12-17,52,17.30769231,5.769230769,90.59,0.015544041,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,9,2010,9,2013,11
HA7L95,1,2010-09-01,2010-11-23,2013-11-26,51,1.960784314,0.0,63.53,0.020018198,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,8,2010,10,2013,10
2DHFAA,1,2010-10-24,2011-01-13,2013-10-03,46,0.0,0.0,149.33,0.02917505,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,9,2011,0,2013,9
39CMML,1,2010-11-02,2010-12-26,2011-01-19,42,14.28571429,2.380952381,99.97,0.208333333,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,10,2010,11,2011,0
6BMRPY,1,2011-01-18,2011-04-05,2013-11-05,47,10.63829787,0.0,115.96,0.037037037,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,3,2013,10
H4WLGH,0,2011-04-07,2011-04-12,2011-04-12,0,0.0,0.0,27.98,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,3,2011,3,2011,3
NHKUWG,0,2010-09-19,2010-09-26,2010-09-26,0,0.0,0.0,113.96,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,8,2010,8,2010,8
FY7APA,1,2011-03-16,2011-04-14,2013-09-19,49,10.20408163,2.040816327,267.6,0.032620922,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,2,2011,3,2013,8
4SHS8Y,1,2011-02-17,2011-02-17,2011-02-17,45,2.222222222,2.222222222,24.22,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,1,2011,1,2011,1
RXMSBK,1,2011-03-07,2011-03-07,2014-01-15,43,55.81395349,11.62790698,151.39,0.031578947,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,2,2011,2,2014,0
GHMBPA,1,2010-12-01,2010-12-19,2014-01-16,49,24.48979592,20.40816327,222.53,0.048042705,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,11,2010,11,2014,0
D28LME,1,2010-09-03,2011-02-16,2012-08-29,45,13.33333333,4.444444444,56.34,0.125,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,8,2011,1,2012,7
M8Q4EG,1,2010-09-13,2011-06-14,2014-01-13,40,95.0,60.0,54.08,0.032838983,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,8,2011,5,2014,0
65G389,0,2011-03-27,2011-03-30,2011-03-30,0,0.0,0.0,124.49,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,2,2011,2,2011,2
KVJEXA,0,2009-06-18,2010-07-08,2010-07-08,0,0.0,0.0,40.04,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009,5,2010,6,2010,6
8A342G,0,2010-06-03,2010-09-26,2012-05-31,0,0.0,0.0,70.71,0.137030995,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,5,2010,8,2012,4
7BB7ZR,1,2011-05-02,2011-05-09,2013-10-13,42,33.33333333,7.142857143,94.99,0.009009009,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,4,2011,4,2013,9
65EAS4,0,2010-08-18,2010-08-18,2010-08-18,0,0.0,0.0,28.05,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,7,2010,7,2010,7
3TNEAE,0,2010-02-09,2010-02-09,2011-12-12,0,0.0,0.0,163.06,0.01490313,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,1,2010,1,2011,11
2H4RC9,1,2011-01-27,2011-03-07,2013-01-17,37,51.35135135,0.0,59.09,0.090909091,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,2,2013,0
A7364F,1,2010-12-07,2010-12-10,2010-12-10,45,0.0,0.0,52.49,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,11,2010,11,2010,11
PBK32R,0,2011-03-11,2011-05-06,2011-08-31,0,0.0,0.0,77.01,0.111111111,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,2,2011,4,2011,7
7CBQ2W,1,2010-03-24,2013-09-30,2014-01-06,39,20.51282051,10.25641026,38.04,0.091836735,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,2,2013,8,2014,0
UNMYM8,1,2010-01-18,2011-03-21,2013-11-03,36,94.44444444,36.11111111,62.29,0.050104384,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0,2011,2,2013,10
